Date,Close,High,Low,Open,Volume,Retorno_Diario,Ticker,Alvo
2015-01-02,2.572509288787842,2.745658990260374,2.569761080529721,2.745658990260374,49559500,,PETR4.SA,-1.0
2015-01-05,2.3526370525360107,2.5257865030067697,2.3443916409070584,2.512044674509004,78385100,-0.08546994843133648,PETR4.SA,-1.0
2015-01-06,2.2756810188293457,2.4268434626424584,2.2097193109464146,2.393862608700993,84723300,-0.032710542250327435,PETR4.SA,1.0
2015-01-07,2.3828697204589844,2.3993600214255015,2.297668958436619,2.3526373272812973,85531000,0.04710181292665472,PETR4.SA,1.0
2015-01-08,2.5367796421051025,2.5807543761296516,2.402107756335155,2.415849844336044,83306300,0.06459015376487831,PETR4.SA,1.0
2015-01-09,2.6137351989746094,2.6137351989746094,2.4543276091210235,2.5285344640694394,50813100,0.030335924962582306,PETR4.SA,-1.0
2015-01-12,2.4295918941497803,2.6329739546189823,2.415849806364883,2.5477734821479623,58728900,-0.07045216550516287,PETR4.SA,1.0
2015-01-13,2.4983019828796387,2.580754244573364,2.432340278368064,2.446082103559923,65834800,0.028280506242758463,PETR4.SA,1.0
2015-01-14,2.4488308429718018,2.4625729317846954,2.374623982755845,2.4405856945274826,55736500,-0.01980190555299266,PETR4.SA,1.0
2015-01-15,2.558767318725586,2.5807545562178933,2.4378372504093497,2.4735665768614856,80907800,0.04489345438836834,PETR4.SA,1.0
2015-01-16,2.594496250152588,2.646716133102992,2.5395281592378462,2.599993190298328,56978300,0.013963337410764165,PETR4.SA,1.0
2015-01-19,2.5202901363372803,2.6219812000517915,2.5147931945701454,2.5697615638070572,30873100,-0.02860135712701195,PETR4.SA,1.0
2015-01-20,2.558767318725586,2.7071813028529332,2.5147925816324253,2.6384711201623365,72842900,0.015266965431299129,PETR4.SA,1.0
2015-01-21,2.7209224700927734,2.7264194091875447,2.561514905863172,2.5972442236537354,48003500,0.06337237082109914,PETR4.SA,1.0
2015-01-22,2.8116202354431152,2.8748337327452815,2.7401618526391016,2.7758911750953668,74782400,0.03333346184878594,PETR4.SA,-1.0
2015-01-23,2.742910623550415,2.8610922326982924,2.715426705170642,2.778639953341833,43659400,-0.024437728476467413,PETR4.SA,-1.0
2015-01-26,2.701683521270752,2.7401613059567085,2.6549605906193987,2.690689905947402,33202100,-0.015030421307092756,PETR4.SA,1.0
