Date,Close,High,Low,Open,Volume,Retorno_Diario,Ticker,Alvo
2015-01-02,24.237548828125,24.705318351259162,23.798598610986176,24.694233092060063,212818400,,AAPL,-1.0
2015-01-05,23.554738998413086,24.0867993234754,23.368518814896508,24.006990190147395,257142000,-0.028171571083936864,AAPL,1.0
2015-01-06,23.556964874267578,23.816343805330153,23.195606253927345,23.61903829113311,263188400,9.449800546046383e-05,AAPL,1.0
2015-01-07,23.88727378845215,23.987034348142444,23.654496894010858,23.765342712054718,160423600,0.014021709330873211,AAPL,1.0
2015-01-08,24.805076599121094,24.862716897095112,24.097879750947854,24.21537773680298,237458000,0.03842225022399326,AAPL,-1.0
2015-01-09,24.831684112548828,25.106581306246863,24.432638435105563,24.977999733362566,214798000,0.0010726640299381085,AAPL,-1.0
2015-01-12,24.219816207885742,24.969133482585438,24.120055627743543,24.962483002759065,198603200,-0.024640612448588395,AAPL,1.0
2015-01-13,24.43485450744629,25.00681938380781,24.144438980365567,24.70310120728101,268367600,0.008878609883527178,AAPL,-1.0
2015-01-14,24.34174919128418,24.49471531323738,24.053549306454705,24.173263026705097,195826400,-0.0038103487022497218,AAPL,-1.0
2015-01-15,23.681102752685547,24.399383248375585,23.645632967050208,24.38608229018397,240056000,-0.02714046691579519,AAPL,1.0
2015-01-16,23.497098922729492,23.849589546937747,23.321962305734257,23.72765845555715,314053200,-0.00777007016428688,AAPL,1.0
2015-01-20,24.10231590270996,24.157738813931655,23.610160180441635,23.907226172730866,199599600,0.025757093757434957,AAPL,1.0
2015-01-21,24.28632164001465,24.621074823456794,24.00255489901262,24.15330529304962,194303600,0.007634359206286856,AAPL,1.0
2015-01-22,24.91814422607422,24.933662575431267,24.324010478532255,24.443724184160846,215185600,0.026015573516022572,AAPL,1.0
2015-01-23,25.046722412109375,25.21742423193683,24.725268516966384,24.895972028166835,185859200,0.005160022546968568,AAPL,-1.0
2015-01-26,25.07332992553711,25.35266192991213,25.006823433030068,25.215212472533512,222460000,0.001062315180004214,AAPL,-1.0
2015-01-27,24.195430755615234,24.935881874965276,24.171044534562267,24.922579223516976,382274800,-0.03501326598936261,AAPL,1.0
2015-01-28,25.563268661499023,26.18622347098334,25.563268661499023,26.07759332327218,585908400,0.0565329015920224,AAPL,1.0
2015-01-29,26.359140396118164,26.423431184589887,25.61868932490351,25.78717547085102,337745600,0.03113341040841955,AAPL,1.0
2015-01-30,25.97340202331543,26.603005679197125,25.90467644184349,26.248299275082537,334982000,-0.014633951145824997,AAPL,1.0
2015-02-02,26.299278259277344,26.418991946089463,25.73396560037746,26.170698395403257,250956400,0.012546536478717174,AAPL,1.0
2015-02-03,26.30371856689453,26.401261757431495,26.073159013253253,26.270464476118452,207662800,0.00016883762259212176,AAPL,1.0
2015-02-04,26.50545883178711,26.7160669593945,26.228344209703778,26.27046617349994,280598800,0.007669648090992132,AAPL,1.0
2015-02-05,26.694643020629883,26.7591875492115,26.541071497520225,26.712447061096544,168984800,0.007137555702898979,AAPL,1.0
2015-02-06,26.469850540161133,26.763638436784344,26.363017805912374,26.712447362487318,174826400,-0.00842088355686299,AAPL,1.0
2015-02-09,26.64567756652832,26.672384475729245,26.358566406277816,26.385275013527394,155559200,0.00664253944692339,AAPL,1.0
2015-02-10,27.15757179260254,27.18650653310001,26.74359953966241,26.74582398274056,248034000,0.019211154409420894,AAPL,1.0
2015-02-11,27.794118881225586,27.803021749787224,27.264410937172286,27.32450317740265,294247200,0.023439028109149218,AAPL,1.0
2015-02-12,28.145776748657227,28.372795669606173,27.947692577307883,28.05674975412918,297898000,0.012652240171181717,AAPL,1.0
2015-02-13,28.283761978149414,28.32827461584955,27.965491694253423,28.32827461584955,217088800,0.004902519860240595,AAPL,1.0
2015-02-17,28.450693130493164,28.684388774580885,28.248156679210652,28.37501959221719,252609600,0.0059020137587324495,AAPL,1.0
2015-02-18,28.648773193359375,28.662126646062973,28.36611265877822,28.406174714937425,179566800,0.006962222746478952,AAPL,1.0
2015-02-19,28.588680267333984,28.717769308178198,28.56197336098585,28.595356993921015,149449600,-0.002097574148107628,AAPL,1.0
2015-02-20,28.82237434387207,28.82237434387207,28.499653457078956,28.62651465154113,195793600,0.008174356925636284,AAPL,0.0
2015-02-23,29.601354598999023,29.601354598999023,28.857983050448208,28.9381071536277,283896400,0.027026928657339244,AAPL,-1.0
2015-02-24,29.416629791259766,29.73490182419154,29.194063171007127,29.58800703976149,276912400,-0.006240417380950047,AAPL,-1.0
2015-02-25,28.664350509643555,29.289765499417644,28.521908023525217,29.280860933730825,298846800,-0.025573265426881986,AAPL,-1.0
2015-02-26,29.027145385742188,29.127299710409833,28.17916689620593,28.664360618243748,365150000,0.0126566578222862,AAPL,-1.0
2015-02-27,28.590909957885742,29.060525669459057,28.54194502901291,28.933661063898402,248059200,-0.015028533535051625,AAPL,-1.0
2015-03-02,28.731128692626953,28.99598355557924,28.555302529375826,28.766740172507415,192386800,0.004904311718226362,AAPL,-1.0
2015-03-03,28.791213989257812,28.826825458437778,28.508553471298843,28.702188712404517,151265200,0.0020912960738044273,AAPL,-1.0
2015-03-04,28.608701705932617,28.835720528818772,28.55974019128649,28.733341821700638,126665200,-0.006339165948101133,AAPL,-1.0
2015-03-05,28.1346492767334,28.655454390000926,27.989980623698415,28.617618469406004,226068400,-0.01657021818298432,AAPL,-1.0
2015-03-06,28.17693328857422,28.7934420686846,28.101261454083147,28.577552179150562,291368400,0.0015029159036217266,AAPL,-1.0
2015-03-09,28.297115325927734,28.837953890483007,27.834176424134036,28.47961985670529,354114000,0.004265263225158966,AAPL,-1.0
2015-03-10,27.711767196655273,28.31492246485523,27.553745118097947,28.13464406642544,275426400,-0.02068578802222021,AAPL,1.0
2015-03-11,27.20654296875,27.769636241841642,27.17760991964379,27.765185656613205,275756000,-0.01823139694845055,AAPL,1.0
2015-03-12,27.698415756225586,27.79857175613911,27.070777942685456,27.22212331535712,193450800,0.018079209403434993,AAPL,1.0
2015-03-13,27.50701332092285,27.909860139372583,27.28222221179748,27.687293474302706,207309200,-0.006910230425713593,AAPL,1.0
2015-03-16,27.809694290161133,27.809694290161133,27.34675708098747,27.57154811064619,143497200,0.011003774408617772,AAPL,0.0
2015-03-17,28.274864196777344,28.337182579986006,27.965496724385353,28.021138380542887,204092400,0.016726897525831008,AAPL,0.0
2015-03-18,28.593128204345703,28.7466996846989,28.125738735762134,28.265955066922743,261083600,0.011256075550121869,AAPL,-1.0
2015-03-19,28.377246856689453,28.76673848021264,28.354990532097872,28.655455159206014,183238000,-0.007550112954183175,AAPL,-1.0
2015-03-20,28.021137237548828,28.577552078379163,27.85643841749427,28.544168444485248,274780400,-0.012549125041588671,AAPL,0.0
2015-03-23,28.312700271606445,28.455142776311558,28.159128756389002,28.29267009034257,150838800,0.010405110670059337,AAPL,-1.0
2015-03-24,28.196962356567383,28.497425221015355,28.168027612576598,28.317148521175586,131369200,-0.004087844463042334,AAPL,0.0
2015-03-25,27.46027183532715,28.225901631550762,27.46027183532715,28.163583243123025,206620800,-0.02612659164928277,AAPL,1.0
2015-03-26,27.65167808532715,27.794120594999193,27.28666894203646,27.322280418478798,190291600,0.006970296985689739,AAPL,0.0
2015-03-27,27.43132972717285,27.754050574155617,27.35565790850584,27.725117531379674,158184800,-0.007968715586603836,AAPL,1.0
2015-03-30,28.125741958618164,28.13241868495542,27.598258503345505,27.60938751260654,188398800,0.025314566896749602,AAPL,0.0
2015-03-31,27.69395637512207,28.15244293287048,27.678376784267943,28.063415971683433,168362400,-0.015351971305552992,AAPL,0.0
2015-04-01,27.653898239135742,27.847531779753435,27.3979463262866,27.780761124906427,162485600,-0.0014464576835367948,AAPL,0.0
2015-04-02,27.892044067382812,27.945459571760715,27.64054444030727,27.82749955465406,128880400,0.008611654898984522,AAPL,0.0
2015-04-06,28.343854904174805,28.37946637364715,27.67170454934332,27.702863736107464,148776000,0.01619855596457853,AAPL,0.0
2015-04-07,28.045621871948242,28.51523590490739,28.038945144652654,28.408404872080666,140049200,-0.01052196439880293,AAPL,0.0
2015-04-08,27.954364776611328,28.13241873682573,27.81414842912516,28.010006426922278,149316800,-0.003253880258158648,AAPL,0.0
2015-04-09,28.168033599853516,28.172485883590006,27.74515833951772,28.010011488182474,129936000,0.00764348698135886,AAPL,0.0
2015-04-10,28.288211822509766,28.312694282018718,27.878690132629572,28.032259917310526,160752000,0.004266475408381876,AAPL,0.0
2015-04-13,28.232574462890625,28.615391006220108,28.179158951331196,28.57087496683167,145460400,-0.001966803697887598,AAPL,1.0
2015-04-14,28.110166549682617,28.3305070418597,28.02336569827805,28.265962514242442,102098400,-0.004335697878665057,AAPL,1.0
2015-04-15,28.216991424560547,28.294889389838783,28.045615900948434,28.13464287471568,115881600,0.0038002220545056975,AAPL,1.0
2015-04-16,28.081226348876953,28.288213346207304,28.067872896806715,28.10570880970461,113476000,-0.004811465320339603,AAPL,1.0
2015-04-17,27.76517677307129,28.074544137945438,27.700632270594582,27.94323069011379,207828000,-0.011254835236862881,AAPL,1.0
2015-04-20,28.39950180053711,28.51523570161574,27.858664818817697,27.947691810904374,188217200,0.02284606479008744,AAPL,1.0
2015-04-21,28.24593734741211,28.53304686192841,28.192520123179765,28.510792232238373,129740400,-0.005407293909715505,AAPL,1.0
2015-04-22,28.626516342163086,28.68215799476166,28.1146141570853,28.26373337851784,150618000,0.013473760494120857,AAPL,1.0
2015-04-23,28.860214233398438,29.027139204330012,28.519687564385798,28.555299039914537,183083600,0.008163686019005523,AAPL,-1.0
2015-04-24,28.9959774017334,29.073877072926983,28.762281784249566,29.04271788366893,178103600,0.004704163567083031,AAPL,-1.0
2015-04-27,29.523454666137695,29.630289066787313,29.189604805324546,29.447782846083186,387816800,0.018191394519874393,AAPL,-1.0
2015-04-28,29.058292388916016,29.944106433953536,28.837953646341134,29.926304095966827,475696000,-0.01575568586000209,AAPL,-1.0
2015-04-29,28.630966186523438,29.287536952041226,28.55529436049829,28.9692683564137,253544400,-0.014705826366988362,AAPL,0.0
2015-04-30,27.854215621948242,28.630972728079588,27.72735270376605,28.630972728079588,332781600,-0.02712973636708116,AAPL,1.0
2015-05-01,28.699970245361328,28.96260067120811,27.88760329147223,28.065655601372377,234050400,0.030363612994603884,AAPL,-1.0
2015-05-04,28.644317626953125,29.06051943305505,28.54638779022326,28.822371566816837,203953200,-0.0019391176343536154,AAPL,0.0
2015-05-05,27.998876571655273,28.588676652922196,27.99442428912783,28.52190599939661,197085600,-0.022532952737911227,AAPL,1.0
2015-05-06,27.823049545288086,28.210314931617717,27.455814336746123,28.168026736668235,288564000,-0.006279788616418536,AAPL,1.0
2015-05-07,27.995147705078125,28.178414607387104,27.718011058549237,27.88563328767848,175763600,0.006185452802717206,AAPL,1.0
2015-05-08,28.52259063720703,28.52259063720703,28.185110838851806,28.312503626885885,222201600,0.018840512566155487,AAPL,1.0
2015-05-11,28.23204803466797,28.50918292492606,28.077835066674922,28.47118896923365,168143200,-0.01018640298963791,AAPL,1.0
2015-05-12,28.13148307800293,28.357213138843044,27.89681125439261,28.071138115295525,192640000,-0.0035620850652261504,AAPL,1.0
2015-05-13,28.16276741027832,28.42649309534573,28.131478066722977,28.194056753833664,138776800,0.0011120754703421998,AAPL,1.0
2015-05-14,28.819852828979492,28.819852828979492,28.419795874407285,28.475669960314683,180814000,0.023331706331578772,AAPL,0.0
2015-05-15,28.779613494873047,28.940531070085896,28.654456138659093,28.846663052925432,152832000,-0.0013962366270650062,AAPL,0.0
2015-05-18,29.09697723388672,29.21542997316007,28.68797868854808,28.692449568411824,203531600,0.011027380165137046,AAPL,0.0
2015-05-19,29.070167541503906,29.251199012332037,28.9740623520041,29.2087341665263,178532800,-0.0009213909804894893,AAPL,0.0
2015-05-20,29.067922592163086,29.27353873903243,28.90700501456408,29.054513362410205,145819600,-7.72251944408664e-05,AAPL,0.0
2015-05-21,29.365163803100586,29.41880411555318,29.01651029786165,29.070150610314244,158921600,0.010225746611064679,AAPL,0.0
2015-05-22,29.622194290161133,29.71829946014295,29.367408677354224,29.412110659829,182384000,0.008752904931298433,AAPL,-1.0
2015-05-26,28.969581604003906,29.70488614504957,28.857833483747413,29.63560285613566,282790400,-0.022031206728462704,AAPL,0.0
2015-05-27,29.510452270507812,29.55962173319435,29.06569678113846,29.130509212707167,183332800,0.018670296102210715,AAPL,-1.0
2015-05-28,29.45233154296875,29.490325491062954,29.300355750591933,29.47021164976867,122933200,-0.001969496333241505,AAPL,-1.0
2015-05-29,29.117097854614258,29.37858811784808,29.03216816884701,29.329418658749454,203538000,-0.011382246185345668,AAPL,0.0
2015-06-01,29.175195693969727,29.36516884922169,29.06568472636388,29.11708790320503,128451200,0.001995316966187932,AAPL,0.0
2015-06-02,29.045581817626953,29.20202855186745,28.90254431628092,29.023230822614153,134670400,-0.004442605208285322,AAPL,0.0
2015-06-03,29.08133888244629,29.264607494316557,29.03216942122661,29.20202880008843,123934000,0.0012310672598623285,AAPL,0.0
2015-06-04,28.91147804260254,29.184143768776664,28.810905401701508,28.960647495537707,153800400,-0.00584088788106929,AAPL,0.0
2015-06-05,28.752792358398438,28.98523037753398,28.687979943807765,28.942765542675627,142507200,-0.005488674220331058,AAPL,0.0
2015-06-08,28.562822341918945,28.877952882925072,28.346030699690523,28.808666178580967,210699200,-0.006607011037799371,AAPL,0.0
2015-06-09,28.477895736694336,28.625404100730464,28.075603453683758,28.316978141433584,224301600,-0.002973326802511722,AAPL,0.0
2015-06-10,28.804208755493164,28.907015159868,28.574006098048976,28.589650773298416,156349200,0.011458466658348154,AAPL,0.0
2015-06-11,28.739381790161133,29.094740006981706,28.71479706640286,28.871243758372724,141563600,-0.0022506073984646102,AAPL,0.0
2015-06-12,28.422019958496094,28.681276447535282,28.40861072807724,28.649987106463822,147544800,-0.011042750814274194,AAPL,0.0
2015-06-15,28.36614227294922,28.43766100129494,28.09571202810631,28.182875424992,175955600,-0.0019659997997493184,AAPL,0.0
2015-06-16,28.518123626708984,28.57399769404389,28.243224170300312,28.390730821391042,125976400,0.0053578435973897776,AAPL,0.0
2015-06-17,28.45107650756836,28.580703051243066,28.325917433993066,28.544944533893883,131672400,-0.002351035433405313,AAPL,0.0
2015-06-18,28.580703735351562,28.67680720416839,28.43319707690091,28.435432517145383,141628800,0.004556144922977623,AAPL,0.0
2015-06-19,28.29462432861328,28.567290020843135,28.249925761586532,28.54270529743611,218867600,-0.010009529834789532,AAPL,0.0
2015-06-22,28.520360946655273,28.620933592430493,28.401908188920487,28.49354077871593,136157200,0.007978074400998958,AAPL,0.0
2015-06-23,28.390731811523438,28.52036006149513,28.357207028925068,28.49130615931855,121075600,-0.004545143568634891,AAPL,-1.0
2015-06-24,28.632110595703125,29.009819881307813,28.41084974026708,28.430963588424255,221123600,0.008502027555405078,AAPL,-1.0
2015-06-25,28.495779037475586,28.875722075918663,28.495779037475586,28.799734150286646,127752400,-0.004761491744447177,AAPL,-1.0
2015-06-26,28.328155517578125,28.6052904471744,28.27451688397852,28.53377170066112,176267200,-0.005882398220347418,AAPL,-1.0
