Date,Close,High,Low,Open,Volume,Retorno_Diario,Ticker,Alvo
2015-01-02,39.85845947265625,40.42104668639275,39.670932569188935,39.77322026668631,27913900,,MSFT,0.0
2015-01-05,39.49191665649414,39.83287663163892,39.4237227104654,39.5260103778422,39673900,-0.009196110963936466,MSFT,0.0
2015-01-06,38.912288665771484,39.84993284378193,38.818523597637046,39.534543911420876,36447900,-0.014677129898868602,MSFT,1.0
2015-01-07,39.406673431396484,39.602726144786565,38.775895701648615,39.1935722318421,29114100,0.012705106344975237,MSFT,0.0
2015-01-08,40.565956115722656,40.70234079249995,39.82436463897533,39.849935749725084,29645200,0.02941843559427526,MSFT,-1.0
2015-01-09,40.22498321533203,40.761999174816154,39.977788283082496,40.582994938876915,23944200,-0.008405395386661962,MSFT,-1.0
2015-01-12,39.72206115722656,40.523323725640964,39.51748583245373,40.42103281158838,23651900,-0.012502728849213662,MSFT,-1.0
2015-01-13,39.51749801635742,40.83872517273108,39.26177715571529,40.037465608941154,35270600,-0.0051498621901679975,MSFT,-1.0
2015-01-14,39.17654800415039,39.4152237065745,38.886730063231894,39.17654800415039,29719600,-0.00862782385832983,MSFT,-1.0
2015-01-15,38.767372131347656,39.53453779589711,38.70770405206786,39.398153150162365,32750800,-0.01044440854664852,MSFT,1.0
2015-01-16,39.41521453857422,39.4493082724175,38.503138060331864,38.62247750961963,35695300,0.016711021965368333,MSFT,-1.0
2015-01-20,39.54306411743164,39.76469121980071,38.84409233611397,39.46634754379108,36161900,0.003243660610607657,MSFT,-1.0
2015-01-21,39.14242935180664,39.329959460301005,38.76737238648438,39.15947783909399,39081100,-0.010131606504625634,MSFT,-1.0
2015-01-22,40.173851013183594,40.18237363297043,39.278826358873445,39.534547224152455,35898000,0.026350476412863477,MSFT,-1.0
2015-01-23,40.21645736694336,40.39546158850258,39.892542643408,40.36989048589873,26211600,0.0010605494042825736,MSFT,-1.0
2015-01-26,40.07156753540039,40.17385850191363,39.41521838444682,40.063044914024864,42525500,-0.0036027497454826918,MSFT,-1.0
2015-01-27,36.36359405517578,36.823893496148486,35.894771995666574,36.61079226440187,169164000,-0.09253377664721696,MSFT,-1.0
2015-01-28,35.110565185546875,36.47441530770139,35.08499407287132,36.43179570268631,84507100,-0.03445833400646925,MSFT,1.0
