DiasParaEleicaoBR,DiasParaEleicaoUSA,Fed_Delta_21d,Selic_Delta_21d,Fed_Delta_63d,Selic_Delta_63d,Spread_BR_US,Spread_BR_US_Delta_21d,Dist_SMA_Cruzamento,MACD_Line,MACD_Signal,Dist_SMA_Cruzamento_lag1,Dist_SMA_Cruzamento_lag2,Dist_SMA_Cruzamento_lag3,SMA_50_Slope_lag2,Target_Real,Target_Previsto,Split
1.494517066110062,-0.3326147149136946,0.05221135039734758,-0.0021935070645008104,-0.025163908331441096,0.820723495687608,1.157213407302911,-0.02148948829790943,-0.06561472380182774,-0.14181764735634275,-0.12667008153672576,-0.025868602366870434,0.030006703319605046,0.10904370453434997,0.5532844761635025,0.0,0,Treino
1.4919335076084193,-0.3348747100044558,-0.05430511254262386,-0.0021935070645008104,-0.05380034087497145,0.820723495687608,1.1594645309257618,0.017901545313886835,-0.1135528394744,-0.13842189870203983,-0.13167297100838724,-0.06592886711916238,-0.026204177213441846,0.029654842794431892,0.5636976218493122,0.0,0,Treino
1.4893499491067765,-0.3371347050952169,-0.05430511254262386,-0.0021935070645008104,-0.05380034087497145,0.820723495687608,1.1594645309257618,0.017901545313886835,-0.14356768524015903,-0.1419154463134588,-0.136424971205281,-0.11387579656035693,-0.06627300710751591,-0.026569704649307756,0.5199307169687024,0.0,0,Treino
1.4867663906051336,-0.33939470018597806,-0.05430511254262386,-0.0021935070645008104,-0.05380034087497145,0.820723495687608,1.1594645309257618,0.017901545313886835,-0.16429432951448084,-0.13193192047075342,-0.1380841830114992,-0.14389616077218131,-0.11423018791003373,-0.0666482767341202,0.41961321107469884,0.0,0,Treino
1.484182832103491,-0.34165469527673925,-0.0010468810726381738,-0.0021935070645008104,-0.05380034087497145,0.820723495687608,1.1594645309257618,-0.0017939714920095493,-0.180713557406724,-0.11727702751338147,-0.13626672442116444,-0.16462661578967455,-0.14425697066845072,-0.11461711767255635,0.3910178797831111,0.0,0,Treino
1.4764321565985625,-0.3484346805490227,0.05221135039734758,-0.0021935070645008104,-0.025163908331441096,0.820723495687608,1.157213407302911,-0.02148948829790943,-0.18155619846618745,-0.10999083128081606,-0.13324919551882328,-0.18104886247549293,-0.16499185799031166,-0.14465120103460127,0.6401183087221021,0.0,0,Treino
1.4738485980969196,-0.35069467563978385,0.05221135039734758,-0.0021935070645008104,-0.025163908331441096,0.820723495687608,1.157213407302911,-0.02148948829790943,-0.19962949367276642,-0.11268507264795664,-0.13141333600482652,-0.181891658460598,-0.18141761585789867,-0.16539112976215745,0.3520419894352045,0.0,0,Treino
1.4712650395952769,-0.352954670730545,-0.0010468810726381,-0.0021935070645008104,-0.025163908331441096,0.820723495687608,1.157213407302911,-0.001793971492013048,-0.22642324268966477,-0.10900710591016242,-0.12915538483888364,-0.1999682765729683,-0.18226059203819592,-0.18182088132925084,0.1563690350536565,0.0,0,Treino
1.468681481093634,-0.3552146658213061,-0.0010468810726381,-0.0021935070645008104,-0.025163908331441096,0.820723495687608,1.157213407302911,-0.001793971492013048,-0.26603410324774085,-0.11536461965873132,-0.12871329777216983,-0.22676695181404224,-0.20034107504756654,-0.18266406246773523,0.21585222539679635,0.0,0,Treino
1.4660979225919912,-0.3574746609120673,0.05221135039734758,-0.0021935070645008104,-0.025163908331441096,0.820723495687608,1.157213407302911,-0.02148948829790943,-0.3021113217580012,-0.14064874721408815,-0.1337854086697529,-0.26638509511477504,-0.22714548001744864,-0.2007489415005132,0.1652251491483293,0.0,0,Treino
