Date,Close,High,Low,Open,Volume,Retorno_Diario,Ticker,DiasParaEleicaoBR,DiasParaEleicaoUSA,Alvo
2015-01-02,2.418379783630371,2.5811553815292285,2.415796231717998,2.5811553815292285,49559500,,PETR4.SA,1395,676,1.0
2015-01-05,2.2116811275482178,2.3744564997369375,2.203929731611916,2.36153799931897,78385100,-0.08546989082577672,PETR4.SA,1392,673,1.0
2015-01-06,2.1393356323242188,2.2814413139390157,2.077325960988335,2.250436478271074,84723300,-0.032710635508382935,PETR4.SA,1391,672,1.0
2015-01-07,2.2401020526885986,2.255604350916398,2.1600060238296765,2.211681008334575,85531000,0.047101735156397595,PETR4.SA,1390,671,1.0
2015-01-08,2.3847908973693848,2.426130926938906,2.258187749825506,2.2711064936656977,83306300,0.0645902915481591,PETR4.SA,1389,670,1.0
2015-01-09,2.457136869430542,2.457136869430542,2.3072799648558284,2.3770408187211203,50813100,0.03033640062152232,PETR4.SA,1388,669,1.0
2015-01-12,2.284024953842163,2.4752215504368564,2.2711062116064102,2.395125792103315,58728900,-0.07045269546929989,PETR4.SA,1385,666,1.0
2015-01-13,2.348618507385254,2.426130717324922,2.286608837995329,2.299527334314838,65834800,0.028280581363365753,PETR4.SA,1384,665,1.0
2015-01-14,2.3021113872528076,2.3150301314084514,2.232350563059612,2.2943602393212417,55736500,-0.019801904816045823,PETR4.SA,1383,664,1.0
2015-01-15,2.405460834503174,2.42613072435975,2.2917761938874803,2.325364826505548,80907800,0.04489333045422139,PETR4.SA,1382,663,1.0
2015-01-16,2.43904972076416,2.488140904041465,2.3873749855285036,2.444217317490013,56978300,0.013963597236420489,PETR4.SA,1381,662,1.0
2015-01-19,2.369288682937622,2.4648869963781648,2.3641210866629456,2.415796063791501,30873100,-0.02860172846524911,PETR4.SA,1378,659,1.0
2015-01-20,2.405460834503174,2.544982714237326,2.3641208083854974,2.4803892468343935,72842900,0.015267093379563557,PETR4.SA,1377,658,1.0
2015-01-21,2.5579020977020264,2.56306969516061,2.408045221067623,2.44163386533459,48003500,0.06337299739504498,PETR4.SA,1376,657,-1.0
2015-01-22,2.643165349960327,2.702591485685433,2.5759883112511854,2.6095769538080544,74782400,0.033333274301193816,PETR4.SA,1375,656,-1.0
2015-01-23,2.5785715579986572,2.6896724204951457,2.5527343142955776,2.6121601965767716,43659400,-0.024438044317825036,PETR4.SA,1374,655,-1.0
2015-01-26,2.5398154258728027,2.5759878607007125,2.4958918430119663,2.52948047969405,33202100,-0.015030078186364149,PETR4.SA,1371,652,-1.0
2015-01-27,2.6199116706848145,2.6793375547632032,2.462303419789901,2.511394603198163,58750400,0.03153624629415219,PETR4.SA,1370,651,-1.0
2015-01-28,2.353785991668701,2.4648868405028908,2.312446209703757,2.436465802003126,106337900,-0.10157811119889826,PETR4.SA,1369,650,1.0
2015-01-29,2.2401020526885986,2.346035327395382,2.1548386732219393,2.3382841782814823,111506300,-0.04829833272119488,PETR4.SA,1368,649,1.0
2015-01-30,2.144503593444824,2.1548385404279853,2.087661261835151,2.1186661027846347,87497200,-0.04267593930778102,PETR4.SA,1367,648,1.0
2015-02-02,2.271106719970703,2.271106719970703,2.100579974220719,2.185843347095711,57585100,0.059036099036098966,PETR4.SA,1364,645,1.0
2015-02-03,2.5759875774383545,2.5837387246189443,2.327948650018755,2.327948650018755,98061700,0.1342432985586799,PETR4.SA,1363,644,-1.0
2015-02-04,2.5889065265655518,2.7852704980108154,2.4700545259095663,2.6612511476243332,117595000,0.00501514418794069,PETR4.SA,1362,643,-1.0
2015-02-05,2.5398154258728027,2.6586674301307323,2.506226789190719,2.5475665739057285,78992700,-0.018962098549719864,PETR4.SA,1361,642,-1.0
2015-02-06,2.356369733810425,2.5346478473157656,2.291776264419554,2.5320640494030435,117747100,-0.07222796199819803,PETR4.SA,1360,641,1.0
2015-02-09,2.4287149906158447,2.4468013343669743,2.253020875124074,2.2736907710642824,72534200,0.030701997130319736,PETR4.SA,1357,638,1.0
2015-02-10,2.3021113872528076,2.532064244728705,2.2969440374332804,2.3822074038941583,75478700,-0.05212781403014044,PETR4.SA,1356,637,1.0
2015-02-11,2.3460350036621094,2.3744560440942664,2.2762741784542495,2.3098625687810928,48681100,0.01907970945824533,PETR4.SA,1355,636,1.0
2015-02-12,2.4416332244873047,2.4648869141383956,2.395126091589667,2.4157959831896267,61706000,0.04074884674609236,PETR4.SA,1354,635,1.0
2015-02-13,2.5914907455444336,2.609577090269821,2.495892410070219,2.5010600075359326,72282500,0.061375934581081815,PETR4.SA,1353,634,-1.0
2015-02-18,2.594074249267578,2.6715864776059774,2.586323100355113,2.6250790913220214,42896700,0.0009969179815079166,PETR4.SA,1348,629,-1.0
2015-02-19,2.5088109970092773,2.5759882813430637,2.4933084520074056,2.5734044827753197,38492400,-0.0328684702384191,PETR4.SA,1347,628,-1.0
2015-02-20,2.490724563598633,2.5579015924589865,2.462303275999483,2.5372316995166377,35272700,-0.00720916539038019,PETR4.SA,1346,627,-1.0
2015-02-23,2.454552412033081,2.4778061058876024,2.426131367546771,2.467471158219436,41168500,-0.01452274253612762,PETR4.SA,1343,624,1.0
2015-02-24,2.5579020977020264,2.5579020977020264,2.4778063083308495,2.493308607897383,48578000,0.0421053081459124,PETR4.SA,1342,623,-1.0
2015-02-25,2.4287149906158447,2.4287149906158447,2.325365510914803,2.3512030040423615,96303900,-0.050505102287629056,PETR4.SA,1341,622,1.0
2015-02-26,2.3847908973693848,2.4597195623615864,2.3667048038358436,2.4287144785833092,44179900,-0.018085322244963065,PETR4.SA,1340,621,1.0
2015-02-27,2.46747088432312,2.490724575596415,2.351202674361206,2.402877406965994,46969600,0.03466970082992926,PETR4.SA,1339,620,1.0
2015-03-02,2.433882474899292,2.508810905807887,2.3951264834103787,2.439049825442341,38009000,-0.013612484604065389,PETR4.SA,1336,617,1.0
2015-03-03,2.472637891769409,2.5320640108341768,2.4597193952116365,2.503642727036212,42133600,0.015923290162858317,PETR4.SA,1335,616,1.0
2015-03-04,2.3951263427734375,2.4416334805484126,2.3796237992453992,2.431298533664577,48308500,-0.031347715431354506,PETR4.SA,1334,615,1.0
2015-03-05,2.3873751163482666,2.4235475561976356,2.366705221121366,2.405461459475245,52913800,-0.003236249498302146,PETR4.SA,1333,614,1.0
2015-03-06,2.3899593353271484,2.4157968321087537,2.3692894364637165,2.377040586936346,27181900,0.0010824520039542929,PETR4.SA,1332,613,1.0
2015-03-09,2.3046953678131104,2.3718726456168207,2.299527771179947,2.358953900438481,37625700,-0.03567590722306857,PETR4.SA,1329,610,1.0
2015-03-10,2.201345443725586,2.320197184842465,2.1987616459436055,2.2814412037308323,72090500,-0.04484320380510487,PETR4.SA,1328,609,1.0
