horizonte_dias,alvo_retorno,total_venda,total_neutro,total_compra,EV_Compra,EV_Venda,accuracy,venda_precision,venda_recall,venda_f1,neutro_precision,neutro_recall,neutro_f1,compra_precision,compra_recall,compra_f1,macro_avg_f1,weighted_avg_f1
90,0.05,9497,35,14578,0.010827250608272512,-0.010338825713622653,0.4150423728813559,0.3966117428637735,0.913903743315508,0.5531639423854993,0.0,0.0,0.0,0.6082725060827251,0.08784258608573436,0.15351550506601166,0.2355598158171703,0.3117206990844815
90,0.07,8818,401,14891,0.01386138613861386,-0.022069632495164415,0.4302966101694915,0.34235976789168276,0.6317668054729327,0.44407275768346227,0.5,0.01282051282051282,0.025,0.599009900990099,0.32691658223573117,0.42298448765566965,0.297352415113044,0.4239180876301563
90,0.1,7734,2146,14230,0.02032365540218943,-0.0393293885601578,0.4332627118644068,0.303353057199211,0.5755988023952096,0.39731335572203563,0.14285714285714285,0.02054794520547945,0.03592814371257485,0.6016182770109472,0.4514285714285714,0.515813099367476,0.3163515329340288,0.4228960502969737
90,0.15,5069,6963,12078,-0.021654929577464788,-0.08381555153707054,0.3940677966101695,0.2206148282097649,0.21403508771929824,0.21727515583259127,0.4153931647679911,0.802038626609442,0.547318323265605,0.4278169014084507,0.1062992125984252,0.1702873160476524,0.3116269317152829,0.3248569910755505
90,0.2,3192,11621,9297,-0.059176029962546825,-0.14491017964071856,0.5747881355932203,0.1377245508982036,0.11557788944723618,0.12568306010928962,0.6056929538030797,0.9338129496402877,0.7347863005943956,0.352059925093633,0.05399195864445721,0.09362549800796813,0.31803161957055115,0.472609923018229
90,0.25,2157,15126,6827,-0.11877828054298643,-0.24099099099099097,0.6690677966101695,0.018018018018018018,0.04040404040404041,0.024922118380062305,0.723871872808043,0.9325301204819277,0.815058575753587,0.26244343891402716,0.044581091468101464,0.07621550591327202,0.30539873334897377,0.5948343505115893
90,0.3,1395,17731,4984,-0.18325791855203621,-0.3,0.7574152542372882,0.0,0.0,0.0,0.812327506899724,0.9376161401645872,0.870486752926679,0.19457013574660634,0.04772475027746948,0.0766488413547237,0.3157118647604676,0.7093610602405521
90,0.4,563,20742,2805,0.026666666666666672,-0.4,0.8974576271186441,0.0,0.0,0.0,0.8986184909670564,0.9983471074380166,0.9458612975391499,0.5333333333333333,0.016494845360824743,0.032,0.3259537658463833,0.8519581769233686
90,0.5,192,22187,1731,-0.5,-0.5,0.9245762711864407,0.0,0.0,0.0,0.9245762711864407,1.0,0.9608102157639806,0.0,0.0,0.0,0.3202700719213269,0.8883423266089007
180,0.03,9688,0,13522,0.006166007905138339,-0.004848785324739714,0.439647577092511,0.4191869112543381,0.8937632135306554,0.5707053661829227,0.0,0.0,0.0,0.6027667984189723,0.11518126888217523,0.19340519974635384,0.2547035219764255,0.3506413043494349
180,0.05,9180,0,14030,0.010354477611940291,-0.009688581314878889,0.45044052863436124,0.4031141868512111,0.7668678003291278,0.5284445284445285,0.0,0.0,0.0,0.6035447761194029,0.2381302907618697,0.3415149115861705,0.28998648001023297,0.41657497580044067
180,0.07,8697,0,14513,0.012781911848883803,-0.01877192982456141,0.4526431718061674,0.3659147869674185,0.5887096774193549,0.45131375579598143,0.0,0.0,0.0,0.59129937034917,0.36840228245363765,0.45396616128323447,0.3017599723597386,0.45295193751101614
180,0.1,8121,167,14922,0.036060706037611356,-0.019284294234592457,0.5883259911894273,0.40357852882703776,0.4006578947368421,0.4021129085506768,0.0,0.0,0.0,0.6803035301880568,0.6968570462994255,0.6884808013355592,0.3635312366287453,0.5833538132486671
180,0.15,6115,1808,15287,0.06792452830188678,-0.06906300484652667,0.5251101321585903,0.26978998384491115,0.187010078387458,0.2208994708994709,0.18454935622317598,0.388086642599278,0.2501454333915067,0.7264150943396226,0.6472680245716134,0.6845614634980338,0.3852021225963371,0.5403507498263306
180,0.2,4638,4563,14009,0.0814879649890591,-0.12448979591836737,0.5343612334801762,0.18877551020408162,0.07660455486542443,0.10898379970544919,0.3793103448275862,0.6263031275060145,0.4724742891712039,0.7037199124726478,0.5722419928825623,0.631207065750736,0.40422171820912967,0.5320498829545797
180,0.25,3614,7740,11856,0.038961038961038974,-0.2391304347826087,0.463215859030837,0.021739130434782608,0.002785515320334262,0.0049382716049382715,0.4185971685971686,0.7379466817923993,0.5341818928351468,0.577922077922078,0.33126550868486354,0.42113564668769715,0.32008527037592743,0.4321236806751957
180,0.3,2520,10706,9984,0.027461139896373055,-0.3,0.5295154185022026,0.0,0.0,0.0,0.5302183849669884,0.8965221124946329,0.6663475347056008,0.5457685664939551,0.15697963238946847,0.24382716049382716,0.30339156506647597,0.4499443793840129
180,0.4,1257,14976,6977,0.010389610389610393,-0.4,0.7138766519823788,0.0,0.0,0.0,0.7209302325581395,0.977132262051916,0.8297034898976646,0.512987012987013,0.06157443491816056,0.10995128740431455,0.31321825910065976,0.6224643160899952
180,0.5,575,17552,5083,-0.021739130434782594,-0.5,0.8037444933920704,0.0,0.0,0.0,0.8077264653641207,0.9931749931749931,0.8909024121464431,0.4782608695652174,0.012542759407069556,0.024444444444444446,0.3051156188636292,0.7235271615573124
