horizonte_dias,alvo_retorno,total_venda,total_neutro,total_compra,EV_Compra,EV_Venda,accuracy,venda_precision,venda_recall,venda_f1,neutro_precision,neutro_recall,neutro_f1,compra_precision,compra_recall,compra_f1,macro_avg_f1,weighted_avg_f1
720,0.1,6080,0,11730,0.025574079899339415,-0.05708812260536398,0.5965116279069768,0.21455938697318008,0.04519774011299435,0.07466666666666667,0.0,0.0,0.0,0.6278703994966971,0.906860517946388,0.7420074349442379,0.2722247005369682,0.5016483617186824
720,0.15,5124,0,12686,0.04028776978417267,-0.07788461538461537,0.6223837209302325,0.2403846153846154,0.020080321285140562,0.037064492216456635,0.0,0.0,0.0,0.6342925659472423,0.9640091116173121,0.7651419273187489,0.2674021398450685,0.5016371579285297
720,0.2,4943,62,12805,0.026579261025029804,-0.0761904761904762,0.5601744186046511,0.30952380952380953,0.018322762508809022,0.034597471723220224,0.0,0.0,0.0,0.5664481525625745,0.9703930576824911,0.7153339604891815,0.2499771440708006,0.4216375119109174
720,0.25,4693,204,12913,0.024025587622731326,-0.01582278481012657,0.5462209302325581,0.46835443037974683,0.027086383601756955,0.05121107266435986,0.0,0.0,0.0,0.5480511752454627,0.9782262347318109,0.7025171624713958,0.2512427450452519,0.4048820180794052
720,0.3,3977,546,13287,0.0408969408969409,-0.11917808219178083,0.5625,0.3013698630136986,0.021174205967276226,0.039568345323741004,0.0,0.0,0.0,0.5681615681615682,0.9765186319550792,0.718362748779572,0.25264369803443765,0.42104189989841523
720,0.4,2284,2434,13092,0.011151515151515135,-0.22089552238805973,0.5023255813953489,0.22388059701492538,0.05385996409335727,0.08683068017366136,0.3333333333333333,0.0017953321364452424,0.0035714285714285713,0.5139393939393939,0.9587337478801583,0.6691655158808444,0.25318920820864477,0.35933054008096355
720,0.5,1063,4195,12552,-0.07567229518449034,-0.5,0.4299418604651163,0.0,0.0,0.0,0.5041322314049587,0.0715962441314554,0.12538540596094552,0.4243277048155097,0.9275461380724539,0.5822784810126582,0.23588796232453457,0.3097471364764448
1800,0.03,2733,0,4277,0.013218750000000001,-0.03,0.7203125,0.0,0.0,0.0,0.0,0.0,0.0,0.7203125,1.0,0.8374205267938238,0.2791401755979413,0.6032044732061762
1800,0.05,2575,0,4435,0.02725490196078432,0.009999999999999995,0.771875,0.6,0.010238907849829351,0.020134228187919462,0.0,0.0,0.0,0.7725490196078432,0.9979736575481256,0.8709106984969054,0.2970149755616083,0.6761626470902391
1800,0.07,2403,0,4607,0.04836862745098039,-0.013999999999999999,0.84375,0.4,0.010050251256281407,0.0196078431372549,0.0,0.0,0.0,0.8454901960784313,0.9972247918593895,0.9151103565365025,0.31157273322458584,0.7758877001564632
1800,0.1,2281,0,4729,0.08638497652582161,-0.1,0.93046875,0.0,0.0,0.0,0.0,0.0,0.0,0.931924882629108,0.9983235540653814,0.9639821934439499,0.32132739781465,0.8984615287333064
1800,0.15,1548,0,5462,0.14131455399061035,-0.15,0.96953125,0.0,0.0,0.0,0.0,0.0,0.0,0.9710485133020345,0.998390989541432,0.9845299484331614,0.32817664947772046,0.9560708796112654
