DiasParaEleicaoBR,DiasParaEleicaoUSA,Fed_Delta_21d,Selic_Delta_21d,Fed_Delta_63d,Selic_Delta_63d,Spread_BR_US,Spread_BR_US_Delta_21d,MACD_Signal,Target_Real,Target_Previsto,Split
1.4995909520198467,-0.3357282647110484,0.04808131023740931,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.02117752610794822,0.17765141463243359,2.0,0,Treino
1.4970073760867457,-0.3379895998073595,-0.05742718838869054,-0.0032985458625794835,-0.057001632865332226,0.8132928930712807,1.159311846127728,0.018092783152139486,0.202511553253113,0.0,0,Treino
1.4944238001536447,-0.3402509349036706,-0.05742718838869054,-0.0032985458625794835,-0.057001632865332226,0.8132928930712807,1.159311846127728,0.018092783152139486,0.23111051470756544,0.0,0,Treino
1.4918402242205435,-0.3425122699999817,-0.05742718838869054,-0.0032985458625794835,-0.057001632865332226,0.8132928930712807,1.159311846127728,0.018092783152139486,0.25743547256613625,0.0,0,Treino
1.4892566482874425,-0.3447736050962928,-0.004672939075640653,-0.0032985458625794835,-0.057001632865332226,0.8132928930712807,1.159311846127728,-0.0015423714779026216,0.2844496883240861,0.0,0,Treino
1.4815059204881391,-0.3515576103852261,0.04808131023740931,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.02117752610794822,0.3070099834161766,0.0,2,Treino
1.4789223445550381,-0.3538189454815372,0.04808131023740931,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.02117752610794822,0.3179331214937137,2.0,2,Treino
1.4763387686219371,-0.3560802805778483,-0.00467293907564058,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.0015423714779061095,0.3204348033296145,2.0,2,Treino
1.473755192688836,-0.35834161567415945,-0.00467293907564058,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.0015423714779061095,0.31558564620360746,2.0,2,Treino
1.471171616755735,-0.36060295077047055,0.04808131023740931,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.02117752610794822,0.3046833371565515,2.0,2,Treino
1.4634208889564317,-0.36738695605940386,-0.00467293907564058,-0.0032985458625794835,-0.057001632865332226,0.8132928930712807,1.1570583954919111,-0.0015423714779061095,0.2854320276881417,2.0,2,Treino
1.4582537370902295,-0.37190962625202606,-0.00467293907564058,-0.0032985458625794835,-0.057001632865332226,0.8132928930712807,1.1570583954919111,-0.0015423714779061095,0.2626263876170277,2.0,2,Treino
1.4556701611571283,-0.37417096134833716,-0.00467293907564058,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.0015423714779061095,0.23559852111481455,2.0,0,Treino
1.4530865852240273,-0.37643229644464826,0.04808131023740931,-0.0032985458625794835,-0.028619405127947646,0.8132928930712807,1.1570583954919111,-0.02117752610794822,0.20812418039045835,2.0,0,Treino
1.4453358574247241,-0.38321630173358157,-0.00467293907564058,0.016437753548520673,-0.028619405127947646,0.4138893396928076,1.1593118461277276,0.018092783152136,0.17805421050408576,2.0,0,Treino
1.442752281491623,-0.3854776368298927,0.04808131023740931,0.03617405295962083,-0.028619405127947646,0.42204043261889873,1.1615652967635441,0.018092783152136,0.14953839162415702,2.0,0,Treino
1.440168705558522,-0.3877389719262038,-0.00467293907564058,0.03617405295962083,-0.028619405127947646,0.42204043261889873,1.1615652967635441,0.0377279377821781,0.12170970042663751,2.0,0,Treino
